Method,model,max gap,sup pos,sup neg,accuracy,precision,recall,f1 score,auc roc
RTP,svm,7,0.25,0.1,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.8877968274315013
RTP,svm,7,0.25,0.15,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.8939336644768466
RTP,svm,7,0.25,0.2,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.891639160390963
RTP,svm,7,0.25,0.25,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.890741868290338
RTP,svm,7,0.25,0.3,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.890741868290338
RTP,svm,7,0.3,0.1,0.8354430379746836,0.768762677484787,0.959493670886076,0.8536036036036037,0.8916455696202532
RTP,svm,7,0.3,0.15,0.8354430379746836,0.768762677484787,0.959493670886076,0.8536036036036037,0.8939657106232975
RTP,svm,7,0.3,0.2,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8873385675372536
RTP,svm,7,0.3,0.25,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8870982214388718
RTP,svm,7,0.3,0.3,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8870982214388718
RTP,svm,8,0.1,0.1,0.8405063291139241,0.7673956262425448,0.9772151898734176,0.8596881959910913,0.8826406024675533
RTP,svm,8,0.1,0.15,0.839240506329114,0.7690763052208835,0.9696202531645568,0.8577827547592385,0.887098221438872
RTP,svm,8,0.1,0.2,0.839240506329114,0.7690763052208835,0.9696202531645568,0.8577827547592385,0.8855311648774233
RTP,svm,8,0.1,0.25,0.839240506329114,0.7690763052208835,0.9696202531645568,0.8577827547592385,0.8855311648774233
RTP,svm,8,0.1,0.3,0.839240506329114,0.7690763052208835,0.9696202531645568,0.8577827547592385,0.8855311648774233
RTP,svm,8,0.15,0.1,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.90846979650697
RTP,svm,8,0.15,0.15,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.910129786893126
RTP,svm,8,0.15,0.2,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.9119371895529562
RTP,svm,8,0.15,0.25,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.9119371895529562
RTP,svm,8,0.15,0.3,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.9119371895529562
RTP,svm,8,0.2,0.1,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.9040057683063611
RTP,svm,8,0.2,0.15,0.8316455696202532,0.7630522088353414,0.9620253164556962,0.8510638297872342,0.9070405383752604
RTP,svm,8,0.2,0.2,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.905374138759814
RTP,svm,8,0.2,0.25,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.906268226245794
RTP,svm,8,0.2,0.3,0.830379746835443,0.7625754527162978,0.959493670886076,0.8497757847533631,0.906268226245794
RTP,svm,8,0.25,0.1,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.8877968274315013
RTP,svm,8,0.25,0.15,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.8939336644768466
RTP,svm,8,0.25,0.2,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.891639160390963
RTP,svm,8,0.25,0.25,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.890741868290338
RTP,svm,8,0.25,0.3,0.8341772151898734,0.7672064777327935,0.959493670886076,0.8526434195725535,0.890741868290338
RTP,svm,8,0.3,0.1,0.8354430379746836,0.768762677484787,0.959493670886076,0.8536036036036037,0.8916455696202532
RTP,svm,8,0.3,0.15,0.8354430379746836,0.768762677484787,0.959493670886076,0.8536036036036037,0.8939657106232975
RTP,svm,8,0.3,0.2,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8873385675372536
RTP,svm,8,0.3,0.25,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8870982214388718
RTP,svm,8,0.3,0.3,0.8354430379746836,0.7676767676767676,0.9620253164556962,0.8539325842696629,0.8870982214388718
RTP,svm,9,0.1,0.1,0.8379746835443038,0.7664670658682635,0.9721518987341772,0.8571428571428571,0.878019548149335
RTP,svm,9,0.1,0.15,0.8405063291139241,0.7695390781563126,0.9721518987341772,0.8590604026845637,0.8810799551353949
RTP,svm,9,0.1,0.2,0.8405063291139241,0.7695390781563126,0.9721518987341772,0.8590604026845637,0.8805832398654062
RTP,svm,9,0.1,0.25,0.8405063291139241,0.7695390781563126,0.9721518987341772,0.8590604026845637,0.8805832398654062
RTP,svm,9,0.1,0.3,0.8405063291139241,0.7695390781563126,0.9721518987341772,0.8590604026845637,0.8805832398654062
RTP,svm,9,0.15,0.1,0.8291139240506329,0.7620967741935484,0.9569620253164556,0.8484848484848486,0.906957218394488
RTP,svm,9,0.15,0.15,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.9098862361800992
RTP,svm,9,0.15,0.2,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,9,0.15,0.25,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,9,0.15,0.3,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,9,0.2,0.1,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.900794744431982
RTP,svm,9,0.2,0.15,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.903932062169524
RTP,svm,9,0.2,0.2,0.8278481012658228,0.7626774847870182,0.9518987341772152,0.8468468468468469,0.9019644287774394
RTP,svm,9,0.2,0.25,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.90180099343054
RTP,svm,9,0.2,0.3,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.90180099343054
RTP,svm,9,0.25,0.1,0.8316455696202532,0.766260162601626,0.9544303797468354,0.8500563697857947,0.8903605191475725
RTP,svm,9,0.25,0.15,0.8316455696202532,0.766260162601626,0.9544303797468354,0.8500563697857947,0.8913251081557443
RTP,svm,9,0.25,0.2,0.8316455696202532,0.7651821862348178,0.9569620253164556,0.8503937007874016,0.887277679858997
RTP,svm,9,0.25,0.25,0.830379746835443,0.7636363636363637,0.9569620253164556,0.849438202247191,0.8878192597340169
RTP,svm,9,0.25,0.3,0.830379746835443,0.7636363636363637,0.9569620253164556,0.849438202247191,0.8878192597340169
RTP,svm,9,0.3,0.1,0.830379746835443,0.7647058823529411,0.9544303797468354,0.849099099099099,0.8897260054478449
RTP,svm,9,0.3,0.15,0.830379746835443,0.7647058823529411,0.9544303797468354,0.849099099099099,0.8953949687550071
RTP,svm,9,0.3,0.2,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8846114404742831
RTP,svm,9,0.3,0.25,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8924915878865567
RTP,svm,9,0.3,0.3,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8924915878865567
RTP,svm,10,0.1,0.1,0.8354430379746836,0.7655310621242485,0.9670886075949368,0.8545861297539151,0.877407466752123
RTP,svm,10,0.1,0.15,0.8379746835443038,0.7686116700201208,0.9670886075949368,0.8565022421524663,0.8795257170325267
RTP,svm,10,0.1,0.2,0.8379746835443038,0.7686116700201208,0.9670886075949368,0.8565022421524663,0.8792276878705334
RTP,svm,10,0.1,0.25,0.8379746835443038,0.7686116700201208,0.9670886075949368,0.8565022421524663,0.8792276878705334
RTP,svm,10,0.1,0.3,0.8379746835443038,0.7686116700201208,0.9670886075949368,0.8565022421524663,0.8792276878705334
RTP,svm,10,0.15,0.1,0.8291139240506329,0.7620967741935484,0.9569620253164556,0.8484848484848486,0.906957218394488
RTP,svm,10,0.15,0.15,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.9098862361800992
RTP,svm,10,0.15,0.2,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,10,0.15,0.25,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,10,0.15,0.3,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.912148694119532
RTP,svm,10,0.2,0.1,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.900794744431982
RTP,svm,10,0.2,0.15,0.8291139240506329,0.7631578947368421,0.9544303797468354,0.8481439820022496,0.903932062169524
RTP,svm,10,0.2,0.2,0.8278481012658228,0.7626774847870182,0.9518987341772152,0.8468468468468469,0.9019644287774394
RTP,svm,10,0.2,0.25,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.90180099343054
RTP,svm,10,0.2,0.3,0.8265822784810126,0.7611336032388664,0.9518987341772152,0.8458942632170978,0.90180099343054
RTP,svm,10,0.25,0.1,0.8316455696202532,0.766260162601626,0.9544303797468354,0.8500563697857947,0.8903605191475725
RTP,svm,10,0.25,0.15,0.8316455696202532,0.766260162601626,0.9544303797468354,0.8500563697857947,0.8913251081557443
RTP,svm,10,0.25,0.2,0.8316455696202532,0.7651821862348178,0.9569620253164556,0.8503937007874016,0.887277679858997
RTP,svm,10,0.25,0.25,0.830379746835443,0.7636363636363637,0.9569620253164556,0.849438202247191,0.8878192597340169
RTP,svm,10,0.25,0.3,0.830379746835443,0.7636363636363637,0.9569620253164556,0.849438202247191,0.8878192597340169
RTP,svm,10,0.3,0.1,0.830379746835443,0.7647058823529411,0.9544303797468354,0.849099099099099,0.8897260054478449
RTP,svm,10,0.3,0.15,0.830379746835443,0.7647058823529411,0.9544303797468354,0.849099099099099,0.8953949687550071
RTP,svm,10,0.3,0.2,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8846114404742831
RTP,svm,10,0.3,0.25,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8924915878865567
RTP,svm,10,0.3,0.3,0.8329113924050633,0.7656565656565657,0.959493670886076,0.8516853932584271,0.8924915878865567
RTP,lr,4,0.1,0.1,0.8215189873417722,0.808252427184466,0.8430379746835444,0.825278810408922,0.8996474923890403
RTP,lr,4,0.1,0.15,0.8215189873417722,0.8097560975609757,0.8405063291139241,0.8248447204968945,0.8989264540938953
RTP,lr,4,0.1,0.2,0.8215189873417722,0.8067632850241546,0.8455696202531645,0.8257107540173052,0.8951321903541101
RTP,lr,4,0.1,0.25,0.8215189873417722,0.8067632850241546,0.8455696202531645,0.8257107540173052,0.8951321903541101
RTP,lr,4,0.1,0.3,0.8215189873417722,0.8067632850241546,0.8455696202531645,0.8257107540173052,0.8951321903541101
RTP,lr,4,0.15,0.1,0.830379746835443,0.8175182481751825,0.850632911392405,0.8337468982630274,0.9158660471078351
RTP,lr,4,0.15,0.15,0.8329113924050633,0.8215158924205379,0.850632911392405,0.835820895522388,0.9161160070501523
RTP,lr,4,0.15,0.2,0.8329113924050633,0.8215158924205379,0.850632911392405,0.835820895522388,0.9159685947764782
RTP,lr,4,0.15,0.25,0.8341772151898734,0.8235294117647058,0.850632911392405,0.8368617683686177,0.9166928376862683
RTP,lr,4,0.15,0.3,0.8341772151898734,0.8235294117647058,0.850632911392405,0.8368617683686177,0.9166928376862683
RTP,lr,4,0.2,0.1,0.8291139240506329,0.8201970443349754,0.8430379746835444,0.8314606741573034,0.9150296426854672
RTP,lr,4,0.2,0.15,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9153404903060407
RTP,lr,4,0.2,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153340810767505
RTP,lr,4,0.2,0.25,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9158436148053197
RTP,lr,4,0.2,0.3,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9158436148053197
RTP,lr,4,0.25,0.1,0.8253164556962025,0.817283950617284,0.8379746835443038,0.8275,0.913369652299311
RTP,lr,4,0.25,0.15,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9146547027719917
RTP,lr,4,0.25,0.2,0.830379746835443,0.8238213399503722,0.8405063291139241,0.8320802005012532,0.9144079474443199
RTP,lr,4,0.25,0.25,0.830379746835443,0.8238213399503722,0.8405063291139241,0.8320802005012532,0.915106553436949
RTP,lr,4,0.25,0.3,0.830379746835443,0.8238213399503722,0.8405063291139241,0.8320802005012532,0.915106553436949
RTP,lr,4,0.3,0.1,0.8265822784810126,0.8208955223880597,0.8354430379746836,0.8281053952321206,0.9149431180900497
RTP,lr,4,0.3,0.15,0.830379746835443,0.8254364089775561,0.8379746835443038,0.8316582914572865,0.9157731132831278
RTP,lr,4,0.3,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9151482134273353
RTP,lr,4,0.3,0.25,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9158628424931902
RTP,lr,4,0.3,0.3,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9158628424931902
RTP,lr,5,0.1,0.1,0.8253164556962025,0.8141809290953546,0.8430379746835444,0.8283582089552239,0.9002563691716071
RTP,lr,5,0.1,0.15,0.8265822784810126,0.8177339901477833,0.8405063291139241,0.8289637952559301,0.8993751001442076
RTP,lr,5,0.1,0.2,0.8253164556962025,0.8141809290953546,0.8430379746835444,0.8283582089552239,0.8956385194680341
RTP,lr,5,0.1,0.25,0.8253164556962025,0.8141809290953546,0.8430379746835444,0.8283582089552239,0.8956385194680341
RTP,lr,5,0.1,0.3,0.8253164556962025,0.8141809290953546,0.8430379746835444,0.8283582089552239,0.8956385194680341
RTP,lr,5,0.15,0.1,0.8316455696202532,0.821078431372549,0.8481012658227848,0.8343711083437111,0.9161224162794424
RTP,lr,5,0.15,0.15,0.8341772151898734,0.8235294117647058,0.850632911392405,0.8368617683686177,0.9164108315975004
RTP,lr,5,0.15,0.2,0.8367088607594937,0.8275862068965517,0.850632911392405,0.8389513108614232,0.9164492869732415
RTP,lr,5,0.15,0.25,0.8367088607594937,0.8275862068965517,0.850632911392405,0.8389513108614232,0.9169363883992949
RTP,lr,5,0.15,0.3,0.8367088607594937,0.8275862068965517,0.850632911392405,0.8389513108614232,0.9169363883992949
RTP,lr,5,0.2,0.1,0.830379746835443,0.8222222222222222,0.8430379746835444,0.8324999999999999,0.9155936548630028
RTP,lr,5,0.2,0.15,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9158980932542862
RTP,lr,5,0.2,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9162954654702772
RTP,lr,5,0.2,0.25,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9164845377343374
RTP,lr,5,0.2,0.3,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9164845377343374
RTP,lr,5,0.25,0.1,0.8265822784810126,0.8193069306930693,0.8379746835443038,0.8285356695869837,0.9142477167120655
RTP,lr,5,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.915064893446563
RTP,lr,5,0.25,0.2,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9150905303637238
RTP,lr,5,0.25,0.25,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9157186348341613
RTP,lr,5,0.25,0.3,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9157186348341613
RTP,lr,5,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9159301394007371
RTP,lr,5,0.3,0.15,0.8316455696202532,0.8275,0.8379746835443038,0.8327044025157233,0.9164717192757571
RTP,lr,5,0.3,0.2,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9160551193718955
RTP,lr,5,0.3,0.25,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9168787053356834
RTP,lr,5,0.3,0.3,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9168787053356834
RTP,lr,6,0.1,0.1,0.8215189873417722,0.8112745098039216,0.8379746835443038,0.8244084682440846,0.8991956417240826
