Method,model,max gap,sup pos,sup neg,accuracy,precision,recall,f1 score,auc roc
RTP,lr,6,0.1,0.15,0.8253164556962025,0.8157248157248157,0.8405063291139241,0.8279301745635912,0.8976606313090851
RTP,lr,6,0.1,0.2,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,6,0.1,0.25,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,6,0.1,0.3,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,6,0.15,0.1,0.830379746835443,0.8206388206388207,0.8455696202531645,0.8329177057356608,0.914193238263099
RTP,lr,6,0.15,0.15,0.8316455696202532,0.8226600985221675,0.8455696202531645,0.8339575530586767,0.9151546226566255
RTP,lr,6,0.15,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,6,0.15,0.25,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,6,0.15,0.3,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,6,0.2,0.1,0.8291139240506329,0.8233830845771144,0.8379746835443038,0.8306148055207025,0.9137734337445922
RTP,lr,6,0.2,0.15,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.914629065854831
RTP,lr,6,0.2,0.2,0.8354430379746836,0.830423940149626,0.8430379746835444,0.8366834170854272,0.9153597179939112
RTP,lr,6,0.2,0.25,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,6,0.2,0.3,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,6,0.25,0.1,0.8265822784810126,0.8193069306930693,0.8379746835443038,0.8285356695869837,0.9124274955936549
RTP,lr,6,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.9132574907867329
RTP,lr,6,0.25,0.2,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.913840730652139
RTP,lr,6,0.25,0.25,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,6,0.25,0.3,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,6,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9148213427335363
RTP,lr,6,0.3,0.15,0.8316455696202532,0.8275,0.8379746835443038,0.8327044025157233,0.9158243871174491
RTP,lr,6,0.3,0.2,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9156865886877102
RTP,lr,6,0.3,0.25,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,6,0.3,0.3,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,7,0.1,0.1,0.8215189873417722,0.8112745098039216,0.8379746835443038,0.8244084682440846,0.8992020509533729
RTP,lr,7,0.1,0.15,0.8253164556962025,0.8157248157248157,0.8405063291139241,0.8279301745635912,0.8976606313090851
RTP,lr,7,0.1,0.2,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,7,0.1,0.25,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,7,0.1,0.3,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,7,0.15,0.1,0.830379746835443,0.8206388206388207,0.8455696202531645,0.8329177057356608,0.9141483736580677
RTP,lr,7,0.15,0.15,0.8316455696202532,0.8226600985221675,0.8455696202531645,0.8339575530586767,0.9151546226566255
RTP,lr,7,0.15,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,7,0.15,0.25,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,7,0.15,0.3,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,7,0.2,0.1,0.8291139240506329,0.8233830845771144,0.8379746835443038,0.8306148055207025,0.913767024515302
RTP,lr,7,0.2,0.15,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.914629065854831
RTP,lr,7,0.2,0.2,0.8354430379746836,0.830423940149626,0.8430379746835444,0.8366834170854272,0.9153597179939112
RTP,lr,7,0.2,0.25,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,7,0.2,0.3,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,7,0.25,0.1,0.8265822784810126,0.8193069306930693,0.8379746835443038,0.8285356695869837,0.9124339048229451
RTP,lr,7,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.9132574907867329
RTP,lr,7,0.25,0.2,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.913840730652139
RTP,lr,7,0.25,0.25,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,7,0.25,0.3,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,7,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9149751642365005
RTP,lr,7,0.3,0.15,0.8316455696202532,0.8275,0.8379746835443038,0.8327044025157233,0.9158243871174491
RTP,lr,7,0.3,0.2,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9156865886877102
RTP,lr,7,0.3,0.25,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,7,0.3,0.3,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,8,0.1,0.1,0.8215189873417722,0.8112745098039216,0.8379746835443038,0.8244084682440846,0.8992020509533729
RTP,lr,8,0.1,0.15,0.8253164556962025,0.8157248157248157,0.8405063291139241,0.8279301745635912,0.8976606313090851
RTP,lr,8,0.1,0.2,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,8,0.1,0.25,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,8,0.1,0.3,0.8227848101265823,0.8117359413202934,0.8405063291139241,0.8258706467661692,0.8937958660471077
RTP,lr,8,0.15,0.1,0.830379746835443,0.8206388206388207,0.8455696202531645,0.8329177057356608,0.9141483736580677
RTP,lr,8,0.15,0.15,0.8316455696202532,0.8226600985221675,0.8455696202531645,0.8339575530586767,0.9151546226566255
RTP,lr,8,0.15,0.2,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,8,0.15,0.25,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,8,0.15,0.3,0.8354430379746836,0.8271604938271605,0.8481012658227848,0.8374999999999999,0.9153404903060407
RTP,lr,8,0.2,0.1,0.8291139240506329,0.8233830845771144,0.8379746835443038,0.8306148055207025,0.913767024515302
RTP,lr,8,0.2,0.15,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.914629065854831
RTP,lr,8,0.2,0.2,0.8354430379746836,0.830423940149626,0.8430379746835444,0.8366834170854272,0.9153597179939112
RTP,lr,8,0.2,0.25,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,8,0.2,0.3,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.915568017945842
RTP,lr,8,0.25,0.1,0.8265822784810126,0.8193069306930693,0.8379746835443038,0.8285356695869837,0.9124339048229451
RTP,lr,8,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.9132574907867329
RTP,lr,8,0.25,0.2,0.8329113924050633,0.827930174563591,0.8405063291139241,0.8341708542713568,0.913840730652139
RTP,lr,8,0.25,0.25,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,8,0.25,0.3,0.8316455696202532,0.8258706467661692,0.8405063291139241,0.8331242158092849,0.9140201890722641
RTP,lr,8,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9149751642365005
RTP,lr,8,0.3,0.15,0.8316455696202532,0.8275,0.8379746835443038,0.8327044025157233,0.9158243871174491
RTP,lr,8,0.3,0.2,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9156865886877102
RTP,lr,8,0.3,0.25,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,8,0.3,0.3,0.8379746835443038,0.8312655086848635,0.8481012658227848,0.8395989974937343,0.9157987502002883
RTP,lr,9,0.1,0.1,0.8202531645569621,0.8092909535452323,0.8379746835443038,0.8233830845771143,0.8951193718955297
RTP,lr,9,0.1,0.15,0.8202531645569621,0.8092909535452323,0.8379746835443038,0.8233830845771143,0.8954302195161032
RTP,lr,9,0.1,0.2,0.8151898734177215,0.80440097799511,0.8329113924050633,0.818407960199005,0.8917993911232174
RTP,lr,9,0.1,0.25,0.8151898734177215,0.80440097799511,0.8329113924050633,0.818407960199005,0.8917993911232174
RTP,lr,9,0.1,0.3,0.8151898734177215,0.80440097799511,0.8329113924050633,0.818407960199005,0.8917993911232174
RTP,lr,9,0.15,0.1,0.8278481012658228,0.8197530864197531,0.8405063291139241,0.8300000000000001,0.9117641403621213
RTP,lr,9,0.15,0.15,0.830379746835443,0.8238213399503722,0.8405063291139241,0.8320802005012532,0.9119820541579875
RTP,lr,9,0.15,0.2,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,9,0.15,0.25,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,9,0.15,0.3,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,9,0.2,0.1,0.8278481012658228,0.8213399503722084,0.8379746835443038,0.8295739348370926,0.910991828232655
RTP,lr,9,0.2,0.15,0.830379746835443,0.8254364089775561,0.8379746835443038,0.8316582914572865,0.911751321903541
RTP,lr,9,0.2,0.2,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9116680019227688
RTP,lr,9,0.2,0.25,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9120237141483735
RTP,lr,9,0.2,0.3,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9120237141483735
RTP,lr,9,0.25,0.1,0.8253164556962025,0.817283950617284,0.8379746835443038,0.8275,0.9088383271911553
RTP,lr,9,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.9099695561608715
RTP,lr,9,0.25,0.2,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9105720237141484
RTP,lr,9,0.25,0.25,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9108668482614966
RTP,lr,9,0.25,0.3,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9108668482614966
RTP,lr,9,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9113443358436147
RTP,lr,9,0.3,0.15,0.8291139240506329,0.8266331658291457,0.8329113924050633,0.8297604035308953,0.9117064572985097
RTP,lr,9,0.3,0.2,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9121262618170165
RTP,lr,9,0.3,0.25,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9124050632911392
RTP,lr,9,0.3,0.3,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9124050632911392
RTP,lr,10,0.1,0.1,0.8215189873417722,0.8097560975609757,0.8405063291139241,0.8248447204968945,0.894161192116648
RTP,lr,10,0.1,0.15,0.8215189873417722,0.8097560975609757,0.8405063291139241,0.8248447204968945,0.8947604550552795
RTP,lr,10,0.1,0.2,0.8164556962025317,0.8048780487804879,0.8354430379746836,0.8198757763975155,0.8914885435026437
RTP,lr,10,0.1,0.25,0.8164556962025317,0.8048780487804879,0.8354430379746836,0.8198757763975155,0.8914885435026437
RTP,lr,10,0.1,0.3,0.8164556962025317,0.8048780487804879,0.8354430379746836,0.8198757763975155,0.8914885435026437
RTP,lr,10,0.15,0.1,0.8278481012658228,0.8197530864197531,0.8405063291139241,0.8300000000000001,0.9117641403621213
RTP,lr,10,0.15,0.15,0.830379746835443,0.8238213399503722,0.8405063291139241,0.8320802005012532,0.9119820541579875
RTP,lr,10,0.15,0.2,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,10,0.15,0.25,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,10,0.15,0.3,0.8316455696202532,0.8242574257425742,0.8430379746835444,0.8335419274092616,0.9116359557763178
RTP,lr,10,0.2,0.1,0.8278481012658228,0.8213399503722084,0.8379746835443038,0.8295739348370926,0.910991828232655
RTP,lr,10,0.2,0.15,0.830379746835443,0.8254364089775561,0.8379746835443038,0.8316582914572865,0.911751321903541
RTP,lr,10,0.2,0.2,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9116680019227688
RTP,lr,10,0.2,0.25,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9120237141483735
RTP,lr,10,0.2,0.3,0.8341772151898734,0.8267326732673267,0.8455696202531645,0.8360450563204005,0.9120237141483735
RTP,lr,10,0.25,0.1,0.8253164556962025,0.817283950617284,0.8379746835443038,0.8275,0.9088383271911553
RTP,lr,10,0.25,0.15,0.8291139240506329,0.825,0.8354430379746836,0.8301886792452831,0.9099695561608715
RTP,lr,10,0.25,0.2,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9105720237141484
RTP,lr,10,0.25,0.25,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9108668482614966
RTP,lr,10,0.25,0.3,0.8329113924050633,0.826302729528536,0.8430379746835444,0.8345864661654137,0.9108668482614966
RTP,lr,10,0.3,0.1,0.8278481012658228,0.8229426433915212,0.8354430379746836,0.8291457286432161,0.9113443358436147
RTP,lr,10,0.3,0.15,0.8291139240506329,0.8266331658291457,0.8329113924050633,0.8297604035308953,0.9117064572985097
RTP,lr,10,0.3,0.2,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9121262618170165
RTP,lr,10,0.3,0.25,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9124050632911392
RTP,lr,10,0.3,0.3,0.8354430379746836,0.8287841191066998,0.8455696202531645,0.8370927318295739,0.9124050632911392
